participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 1, 1, 1, 2, 2, 13, 8, 2, 8, 7, 5, 13
Sonia Peronaci, 2, 1, 1, 1, 1, 3, 6, 3, 3, 3, 2, 8
Arianna Ciccone, 2, 2, 2, 1, 1, 5, 1, 1, 1, 11, 5, 6
Massimo Mantellini, 1, 1, 6, 1, 3, 3, 3, 3, 2, 2, 2, 6
Alessandro Perissinotto, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2
Anna Masera, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 1, 1, 2, 1, 1, 2, 2, 4, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
