participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 2, 1, 1, 1, 4, 4, 2, 2, 9, 10, 9, 16
Luca Sofri, 2, 2, 7, 1, 5, 5, 2, 6, 6, 1, 11, 8
David Riondino, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Romana Petri, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4
Beppe Severgnini, 2, 4, 1, 1, 4, 6, 1, 1, 5, 2, 3, 3
Massimo Mantellini, 2, 1, 4, 4, 4, 1, 1, 1, 1, 1, 2, 3
Alberto Tessore, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
