participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Anna Masera, 5, 5, 2, 1, 3, 3, 1, 1, 1, 1, 1, 7
Andrea Iannuzzi, 3, 3, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5
Pietrangelo Buttafuoco, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Dario Franceschini, 2, 1, 5, 3, 8, 5, 4, 4, 5, 5, 5, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Marino Sinibaldi, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2
