participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Massimo Mantellini, 2, 2, 2, 2, 2, 2, 9, 3, 18, 29, 12, 7
David Riondino, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Marino Sinibaldi, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4
Arianna Ciccone, 1, 2, 2, 2, 1, 1, 2, 3, 3, 3, 3, 3
Beppe Severgnini, 2, 2, 2, 1, 1, 8, 3, 1, 2, 4, 2, 3
Luca Sofri, 1, 1, 4, 4, 4, 5, 2, 5, 11, 8, 9, 3
Massimiliano Panarari, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Sonia Peronaci, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3
Andrea Iannuzzi, 1, 1, 3, 1, 1, 1, 2, 1, 2, 2, 2, 2
