participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Luca Sofri, 2, 9, 2, 12, 21, 11, 6, 3, 3, 3, 6, 7
Massimo Mantellini, 1, 1, 1, 11, 17, 8, 6, 1, 2, 2, 2, 6
Dario Franceschini, 5, 6, 6, 2, 2, 2, 1, 4, 4, 5, 3, 3
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Anna Masera, 1, 3, 3, 4, 2, 2, 2, 2, 4, 2, 2, 1
Arianna Ciccone, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 1
