participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 2, 2, 3, 1, 1, 1, 1, 2, 3, 3, 4, 4
Luca Sofri, 2, 5, 2, 1, 1, 2, 2, 3, 3, 3, 1, 4
Dario Franceschini, 5, 8, 2, 1, 1, 6, 5, 2, 1, 9, 2, 3
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2
Enrico Mentana, 6, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Fulvio Ervas, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2
Marino Sinibaldi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
