participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Luca Sofri, 3, 1, 1, 1, 1, 4, 4, 2, 1, 2, 8, 8
Anna Masera, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 1, 3
Romana Petri, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2
Dario Franceschini, 5, 1, 1, 2, 1, 2, 1, 1, 3, 3, 3, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
