participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 4, 5, 3, 3, 1, 10, 10, 4, 3, 9, 9, 9
Luca Sofri, 3, 3, 6, 7, 3, 3, 5, 4, 2, 16, 1, 6
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Massimo Mantellini, 2, 2, 2, 6, 6, 6, 6, 5, 2, 1, 1, 2
Sonia Peronaci, 1, 1, 1, 1, 1, 7, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Anna Masera, 4, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1
