participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 2, 2, 1, 1, 1, 1, 8, 2, 3, 2, 7, 7
Sonia Peronaci, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 6
Anna Masera, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 3, 4
Samuele Bersani, 1, 1, 1, 1, 1, 3, 4, 4, 4, 4, 4, 4
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Massimo Mantellini, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2
