participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Andrea Iannuzzi, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Pietrangelo Buttafuoco, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Enrico Mentana, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Aldo Cazzullo, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Anna Masera, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3
Daria Bignardi, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3
Dario Franceschini, 4, 4, 2, 6, 2, 1, 9, 6, 6, 4, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
