participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Massimo Mantellini, 1, 1, 1, 1, 4, 1, 5, 2, 5, 5, 3, 10
Dario Franceschini, 1, 2, 2, 6, 2, 4, 6, 7, 6, 1, 7, 9
Anna Masera, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6
Samuele Bersani, 1, 1, 1, 1, 5, 5, 3, 2, 2, 2, 4, 4
Beppe Severgnini, 4, 1, 1, 3, 3, 1, 2, 2, 2, 2, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
