participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 1, 2, 4, 4, 1, 1, 1, 1, 1, 4, 16, 18
Francesco Piccolo, 2, 2, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Dario Franceschini, 3, 1, 3, 1, 1, 11, 9, 1, 1, 6, 3, 5
David Riondino, 2, 2, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5
Luca Sofri, 3, 3, 5, 3, 3, 2, 2, 3, 2, 3, 3, 4
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 2, 2
Arianna Ciccone, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2
Bruno Tognolini, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2
Marino Sinibaldi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
