participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Francesco Piccolo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Beppe Severgnini, 1, 1, 1, 1, 1, 4, 16, 18, 10, 21, 13, 7
Anna Masera, 1, 1, 7, 3, 1, 1, 4, 1, 2, 5, 2, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 6, 6, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Dario Franceschini, 1, 11, 9, 1, 1, 6, 3, 5, 3, 3, 3, 2
David Riondino, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2
Marino Sinibaldi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
