participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 2, 1, 2, 4, 8, 5, 4, 23, 245, 128, 51, 39
Massimo Mantellini, 1, 5, 5, 5, 5, 5, 1, 6, 4, 3, 7, 7
Alessandro Perissinotto, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Beppe Severgnini, 3, 5, 8, 3, 6, 4, 3, 1, 3, 4, 4, 4
Samuele Bersani, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 2, 2, 2, 2, 2, 1, 4, 4, 4, 2, 2, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
