participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Arianna Ciccone, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 10, 10
Massimiliano Panarari, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Massimo Mantellini, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5
Alessandro Perissinotto, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4
Beppe Severgnini, 1, 1, 3, 3, 4, 4, 2, 5, 5, 5, 5, 4
Dario Franceschini, 1, 2, 1, 2, 2, 1, 9, 15, 3, 4, 1, 3
Luca Sofri, 6, 3, 6, 2, 3, 2, 3, 3, 3, 6, 7, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
