participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 4, 4, 1, 1, 1, 1, 1, 4, 16, 18, 10, 21
Francesco Piccolo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Anna Masera, 1, 1, 1, 1, 7, 3, 1, 1, 4, 1, 2, 5
Dario Franceschini, 3, 1, 1, 11, 9, 1, 1, 6, 3, 5, 3, 3
Luca Sofri, 5, 3, 3, 2, 2, 3, 2, 3, 3, 4, 1, 3
Massimo Mantellini, 7, 5, 5, 7, 5, 2, 4, 4, 1, 1, 1, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 6, 6, 6, 6, 6, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2
Bruno Tognolini, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
