participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 8, 1, 8, 2, 6, 2, 1, 1, 1, 2, 2, 13
Arianna Ciccone, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 5
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4
Alessandro Perissinotto, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Massimo Mantellini, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 3, 3
Sonia Peronaci, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2
Anna Masera, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2
Beppe Severgnini, 6, 6, 6, 6, 6, 1, 1, 1, 2, 1, 1, 2
