participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 4, 4, 5, 3, 3, 1, 10, 10, 4, 3, 9, 9
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Sonia Peronaci, 1, 1, 1, 1, 1, 1, 7, 2, 2, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Anna Masera, 2, 4, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1
Arianna Ciccone, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1
