participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Andrea Iannuzzi, 2, 2, 2, 3, 3, 3, 1, 1, 5, 5, 5, 5
Pietrangelo Buttafuoco, 1, 1, 1, 1, 1, 2, 5, 5, 5, 5, 5, 5
Sonia Peronaci, 1, 1, 1, 4, 2, 4, 4, 4, 4, 4, 5, 5
Dario Franceschini, 2, 3, 4, 1, 2, 1, 5, 3, 8, 5, 4, 4
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 5, 5, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
