participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415385806273
Dario Franceschini, 59, 151, 91, 152, 300, 194, 251, 472, 203, 265, 340, 164
Luca Sofri, 70, 397, 365, 201, 226, 255, 77, 143, 93, 81, 91, 116
Massimo Mantellini, 9, 218, 238, 73, 74, 101, 70, 46, 46, 52, 105, 58
Beppe Severgnini, 58, 13, 38, 26, 26, 83, 61, 54, 59, 81, 46, 60
Anna Masera, 21, 86, 44, 35, 31, 31, 31, 31, 24, 18, 52, 119
Sonia Peronaci, 34, 34, 34, 34, 95, 36, 29, 29, 39, 46, 42, 42
Andrea Iannuzzi, 24, 24, 24, 24, 24, 24, 24, 24, 25, 80, 80, 77
Fulvio Ervas, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35
Enrico Mentana, 24, 24, 11, 44, 22, 34, 34, 34, 34, 34, 46, 46
Romana Petri, 20, 20, 20, 20, 20, 20, 20, 33, 50, 50, 50, 50
