participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415277806277
Dario Franceschini, 115, 73, 90, 16, 16, 16, 46, 90, 69, 285, 1290, 1261
Luca Sofri, 28, 69, 7, 7, 19, 38, 46, 38, 10, 235, 621, 565
Beppe Severgnini, 88, 36, 36, 36, 36, 20, 135, 133, 125, 99, 154, 231
Massimo Mantellini, 68, 28, 12, 1, 1, 1, 106, 173, 89, 31, 99, 252
Sonia Peronaci, 33, 29, 6, 20, 20, 10, 8, 8, 13, 36, 103, 114
Andrea Iannuzzi, 30, 30, 30, 30, 30, 30, 30, 30, 20, 20, 20, 20
Pietrangelo Buttafuoco, 42, 42, 42, 42, 8, 18, 18, 6, 6, 30, 30, 30
Anna Masera, 30, 30, 30, 30, 30, 30, 1, 39, 22, 22, 22, 22
Massimiliano Panarari, 31, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25
Marino Sinibaldi, 21, 34, 34, 34, 34, 34, 14, 12, 12, 12, 44, 14
