participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415501006156
Beppe Severgnini, 84, 61, 69, 48, 318, 623, 216, 160, 120, 43, 15, 15
Dario Franceschini, 518, 240, 127, 201, 172, 85, 73, 80, 63, 22, 39, 18
Luca Sofri, 252, 333, 231, 131, 137, 120, 74, 54, 99, 60, 73, 33
Mauro Tedeschini, 49, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72
Massimiliano Panarari, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70
Massimo Mantellini, 66, 66, 94, 246, 86, 66, 93, 47, 19, 6, 6, 6
Anna Masera, 37, 84, 63, 110, 102, 137, 61, 63, 20, 33, 33, 33
Arianna Ciccone, 14, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46
Andrea Iannuzzi, 18, 56, 56, 56, 44, 44, 44, 44, 44, 44, 44, 12
Enrico Mentana, 49, 49, 49, 49, 49, 49, 23, 54, 35, 35, 22, 4
