lat,long
45.330211,18.41896
42.477084,14.198479
45.807775,15.993192
45.807826,15.97223
45.771942,15.99935
42.441854,14.21404
45.807776,15.9932
41.913812,12.578088
45.777107,15.963193
45.807776,15.993178
45.777101,15.963198
45.179267,7.838397
43.736727,15.898842
45.777115,15.963184
45.807777,15.993178
45.772044,15.999283
43.509212,16.436565
42.481024,14.196506
45.785565,15.962572
45.516369,15.563029
45.777082,15.963215
45.77713,15.963065
45.777136,15.963164
45.516369,15.563029
42.441876,14.213992
42.45697,14.228297
45.777107,15.963194
45.777107,15.963193
45.777121,15.963179
42.457893,14.22073
43.517621,16.475007
41.877,12.357907
45.146874,18.001712
46.111532,17.031271
45.798986,15.899093
45.777144,15.963155
45.797949,15.961959
45.771932,15.999331
40.851526,14.233864
45.777141,15.963161
45.777083,15.963216
45.33022,18.419057
41.878866,12.47927
45.777141,15.963161
45.330339,18.419228
45.777115,15.963184
45.806792,15.981701
45.345666,14.392389
45.796434,15.935411
45.77713,15.963065
45.33022,18.419057
45.457908,8.943171
45.777069,15.963234
45.408977,13.967109
45.330328,18.419044
42.659727,18.07763
45.807043,15.924261
42.441877,14.213989
45.33022,18.419054
45.330306,18.419052
43.510869,16.468892
45.777103,15.963194
45.33037,18.419135
42.454771,14.212942
45.807877,15.972232
45.777114,15.963185
45.777136,15.963166
42.66001,18.077975
45.330117,18.419001
42.46053,14.216649
45.794775,15.996105
45.811203,15.972061
45.777129,15.963171
42.473499,14.209546
45.792431,15.911223
45.777089,15.963209
45.838239,15.960487
42.427186,14.184952
45.330304,18.41896
45.77712,15.963183
45.761222,15.867243
45.777144,15.963155
45.799153,15.961936
45.777106,15.963194
45.795527,15.824861
42.452561,14.225868
45.851102,15.993007
46.111532,17.03127
42.518533,14.147601
42.45511,14.19442
45.33022,18.419057
45.777061,15.971175
45.33022,18.419057
45.330033,18.4185
42.456961,14.22832
42.452462,14.226022
42.460469,14.216767
42.452462,14.226022
-30.023726,-51.188296
42.507055,14.144665
45.807044,15.924263
45.806792,15.981701
45.553128,18.72942
42.460446,14.216835
42.696089,18.01649
45.777153,15.963146
42.45491,14.21278
45.906443,16.05416
42.44314,14.182142
45.777129,15.96317
45.330202,18.419055
45.815406,15.977338
50.840181,4.378047
45.816071,15.973627
43.517655,16.474917
45.777114,15.963185
45.777147,15.963152
43.517639,16.474917
45.813332,15.985003
45.543994,18.722807
42.452462,14.226022
42.473499,14.209546
45.807091,15.9243
45.780538,15.954556
45.493558,15.554541
45.777083,15.963216
45.777103,15.963196
45.777136,15.963166
45.80779,15.972229
45.792445,15.911236
43.507688,16.433786
43.553845,16.382335
45.327417,14.453689
