lat,long
45.829519,16.01254
45.828829,16.014603
42.495567,14.128935
45.828829,16.014603
45.828414,16.016894
45.828414,16.016894
45.828829,16.014603
45.828414,16.016894
45.806792,15.981701
42.444649,14.202862
43.303402,17.007914
45.762154,15.986994
43.51766,16.43481
45.808609,15.953405
45.828829,16.014603
45.289246,18.781406
43.272183,17.054322
42.444649,14.202862
43.505894,16.465223
45.828414,16.016894
43.272197,17.054298
42.489082,14.175769
42.495509,14.128996
45.803495,15.993562
43.272158,17.054379
45.200232,13.889473
45.828967,16.013839
45.563567,18.667411
43.272205,17.054287
45.81444,15.97798
43.272158,17.054379
45.802203,15.990019
46.303499,16.338712
45.829243,16.012311
45.802203,15.990019
45.828414,16.016894
43.750643,15.883166
43.272205,17.054287
42.495561,14.129125
45.810546,15.927172
45.764069,15.98173
42.444649,14.202862
42.455124,14.226588
42.495565,14.128942
43.272205,17.054287
43.272161,17.054355
45.828829,16.014603
45.828829,16.014603
42.660373,18.06185
44.845813,13.844659
45.829243,16.012311
45.764087,15.981732
43.272197,17.054298
45.736514,16.040751
43.50589,16.465277
45.829242,16.014946
43.2722,17.054292
43.272158,17.054379
45.289224,18.781437
45.795544,15.824886
43.272197,17.054298
45.829243,16.012311
45.828966,16.015595
45.81444,15.97798
42.455748,14.225706
45.829243,16.012311
43.551362,16.364603
42.495561,14.129125
45.56376,18.670308
43.2722,17.054292
42.495508,14.12903
43.303392,17.007521
45.828967,16.013839
45.828414,16.016894
