lat,long
45.330211,18.41896
42.477084,14.198479
45.807775,15.993192
45.807826,15.97223
45.771942,15.99935
45.807776,15.9932
45.807776,15.993178
43.736727,15.898842
45.807777,15.993178
45.772044,15.999283
43.509212,16.436565
42.481024,14.196506
45.785565,15.962572
45.516369,15.563029
45.516369,15.563029
42.45697,14.228297
43.517621,16.475007
45.146874,18.001712
46.111532,17.031271
45.798986,15.899093
45.797949,15.961959
45.33022,18.419057
45.330339,18.419228
45.806792,15.981701
45.33022,18.419057
45.408977,13.967109
45.330328,18.419044
42.659727,18.07763
45.807043,15.924261
45.33022,18.419054
45.330306,18.419052
45.33037,18.419135
42.454771,14.212942
45.807877,15.972232
42.66001,18.077975
45.330117,18.419001
45.811203,15.972061
42.473499,14.209546
45.330304,18.41896
45.761222,15.867243
45.799153,15.961936
45.795527,15.824861
42.452561,14.225868
46.111532,17.03127
42.45511,14.19442
45.33022,18.419057
45.33022,18.419057
42.456961,14.22832
45.330033,18.4185
42.452462,14.226022
42.460469,14.216767
-30.023726,-51.188296
45.807044,15.924263
42.507055,14.144665
45.553128,18.72942
42.460446,14.216835
42.696089,18.01649
42.45491,14.21278
45.906443,16.05416
42.44314,14.182142
45.330202,18.419055
45.815406,15.977338
43.517655,16.474917
43.517639,16.474917
45.543994,18.722807
42.452462,14.226022
45.807091,15.9243
45.493558,15.554541
43.507688,16.433786
43.553845,16.382335
