lat,long
45.829243,16.012311
43.272158,17.054379
45.81444,15.97798
45.828966,16.015595
42.495508,14.12903
42.463184,14.204696
42.495567,14.128935
45.736514,16.040751
45.764087,15.981732
45.829243,16.012311
42.489082,14.175769
42.463184,14.204696
45.829243,16.012311
43.272205,17.054287
45.829243,16.014068
45.764069,15.98173
43.272197,17.054298
45.828829,16.014603
45.806792,15.981701
45.828829,16.014603
45.802203,15.990019
43.272161,17.054355
42.495565,14.128942
45.803495,15.993562
45.828414,16.016894
45.289224,18.781437
43.2722,17.054292
43.551362,16.364603
43.272197,17.054298
45.795544,15.824886
45.828414,16.016894
43.272205,17.054287
45.828967,16.013839
45.828829,16.014603
43.750643,15.883166
45.828829,16.014603
45.828967,16.013839
45.806792,15.981701
45.828414,16.016894
42.463184,14.204696
42.495561,14.129125
45.802203,15.990019
43.272197,17.054298
45.829243,16.012311
43.303402,17.007914
43.272183,17.054322
42.455124,14.226588
43.2722,17.054292
45.828414,16.016894
45.829243,16.012311
45.829242,16.014946
45.200232,13.889473
45.828829,16.014603
42.495509,14.128996
45.56376,18.670308
45.828414,16.016894
43.272158,17.054379
42.495561,14.129125
43.51766,16.43481
43.272205,17.054287
45.563567,18.667411
42.463184,14.204696
46.303499,16.338712
42.455748,14.225706
45.829519,16.01254
45.828829,16.014603
45.289246,18.781406
43.272158,17.054379
45.829243,16.012311
45.828414,16.016894
