lat,long
45.906474,16.054237
43.517638,16.474978
45.785751,15.962876
42.473769,14.20171
43.517674,16.474989
43.517665,16.474909
42.45442,14.198271
42.458539,14.210313
43.517654,16.474935
45.811216,15.98102
43.517633,16.47493
43.517633,16.4749
42.463184,14.204696
42.455244,14.200717
42.458539,14.210313
43.517652,16.474959
43.517663,16.474925
43.517654,16.474935
43.517666,16.474909
42.463184,14.204696
42.458539,14.210313
45.828793,16.036784
43.517641,16.474954
43.517655,16.474954
43.517664,16.474928
45.327714,14.452587
43.517641,16.474954
43.517666,16.474909
43.517641,16.474954
42.463184,14.204696
42.469005,14.203636
42.455812,14.202972
43.517638,16.474978
43.517641,16.474954
42.461653,14.212992
43.517666,16.474909
42.463184,14.204696
43.517652,16.474959
43.517654,16.474935
43.517638,16.474978
43.517666,16.474909
42.45511,14.19442
45.563758,18.675413
43.517653,16.47492
42.455244,14.200717
43.517655,16.474954
43.517666,16.474909
42.473769,14.20171
42.463184,14.204696
42.453893,14.215931
43.517666,16.474909
43.517663,16.474925
42.464664,14.186745
43.517652,16.474959
43.517666,16.474909
43.517654,16.474935
42.473769,14.20171
42.473964,14.201346
43.517665,16.474909
42.45484,14.207529
43.51764,16.474973
43.517646,16.47495
43.517658,16.474923
42.455244,14.200717
45.906483,16.054248
43.517665,16.474909
45.762755,15.987129
45.828834,16.036795
43.51764,16.474973
42.460696,14.216807
43.517633,16.474902
45.806792,15.981701
43.517633,16.4749
43.517641,16.474962
43.517654,16.474935
43.517663,16.474927
43.517646,16.47495
43.517666,16.474909
45.812816,15.979001
42.459279,14.201338
43.517655,16.474954
43.517662,16.474926
45.348296,17.955981
43.517638,16.474978
42.464171,14.192729
43.517663,16.474925
45.811219,15.981017
42.453893,14.215931
43.517638,16.474915
43.517641,16.474962
42.469005,14.203636
42.463184,14.204696
43.517633,16.474902
45.812631,15.979425
45.813188,15.972757
43.517665,16.474909
45.828806,16.036801
43.517662,16.474964
43.517663,16.474927
43.517638,16.474978
43.517645,16.474978
43.517665,16.47505
42.456657,14.203977
45.806792,15.981701
43.517662,16.474926
43.517642,16.475033
43.517652,16.474959
45.563903,18.675466
43.517646,16.47495
45.812055,16.023567
43.517642,16.475033
43.517666,16.474909
43.517665,16.47505
42.473769,14.20171
45.807043,15.924261
42.463924,14.195721
45.762763,15.987137
45.82888,16.03663
43.517665,16.474909
43.517666,16.474909
43.517632,16.474936
43.517636,16.474907
43.517646,16.47495
43.517665,16.474909
42.45646,14.208815
43.517666,16.474909
45.82878,16.036763
43.517633,16.474902
43.517642,16.474994
43.517652,16.474959
43.517665,16.474909
42.45646,14.208815
43.517652,16.474959
43.517658,16.474923
43.517633,16.474902
43.517652,16.474959
43.517642,16.47506
43.517655,16.474954
43.517663,16.474927
43.517646,16.47495
42.5155,14.1595
45.812831,15.979062
42.453893,14.215931
45.709154,15.756507
