lat,long
45.795509,15.824794
43.272226,17.054249
42.495558,14.128951
43.272208,17.054358
42.462274,14.205715
45.810705,15.889693
45.81444,15.97798
42.49558,14.129048
45.813929,16.020604
42.444666,14.202863
45.813929,16.020604
45.828804,16.036803
43.272207,17.054277
43.518254,16.465586
45.781909,15.999917
42.561313,18.261603
46.027923,15.901089
45.813929,16.020604
45.546003,10.203379
45.786353,16.005738
43.518254,16.465586
42.444259,14.208739
45.424986,18.858298
45.671045,18.414396
43.272207,17.054277
45.563594,18.667325
45.564346,18.649222
43.272232,17.054236
42.663559,18.081641
43.518254,16.465586
42.444666,14.202863
42.444259,14.208739
45.516369,15.563029
43.49236,16.53742
43.518254,16.465586
43.518254,16.465586
45.769029,15.946522
45.424984,18.858357
42.45516,14.226638
42.457106,14.227909
45.810822,15.889582
45.81694,16.05107
45.563597,18.667338
42.48844,14.184797
43.272196,17.054343
43.272196,17.054343
46.027924,15.901089
45.100023,14.117401
42.488444,14.185089
45.813929,16.020604
43.272226,17.054249
45.828801,16.036796
45.562791,18.671136
45.813929,16.020604
43.272207,17.054277
45.818484,15.879344
43.272161,17.054375
42.495549,14.128991
42.495572,14.129034
45.795505,15.824808
43.518254,16.465586
45.81444,15.97798
46.15315,16.336281
45.816604,16.051072
42.48838,14.184958
46.153132,16.336361
42.508884,14.16679
45.384722,14.887984
43.518254,16.465586
43.272207,17.054286
45.795528,15.824865
45.563587,18.667342
45.563594,18.667333
45.795528,15.824865
45.813929,16.020604
45.50735,15.53311
45.816932,16.051069
46.153151,16.336278
45.795509,15.824794
43.272207,17.054286
42.462274,14.205715
42.495573,14.129089
43.272207,17.054286
45.816861,16.05107
