lat,long
42.495558,14.128951
45.795509,15.824794
42.462274,14.205715
42.49558,14.129048
45.813929,16.020604
45.828804,16.036803
45.813929,16.020604
42.561313,18.261603
45.781909,15.999917
46.027923,15.901089
45.813929,16.020604
45.546003,10.203379
45.424986,18.858298
45.671045,18.414396
45.563594,18.667325
45.564346,18.649222
45.81444,15.97798
42.663559,18.081641
43.518254,16.465586
45.516369,15.563029
43.49236,16.53742
43.518254,16.465586
45.424984,18.858357
42.45516,14.226638
45.81694,16.05107
45.563597,18.667338
42.48844,14.184797
46.027924,15.901089
42.488444,14.185089
45.813929,16.020604
45.828801,16.036796
45.813929,16.020604
45.562791,18.671136
45.818484,15.879344
42.495572,14.129034
45.795505,15.824808
43.518254,16.465586
45.81444,15.97798
45.816604,16.051072
42.48838,14.184958
42.508884,14.16679
45.384722,14.887984
43.518254,16.465586
45.563587,18.667342
45.563594,18.667333
45.813929,16.020604
45.50735,15.53311
45.816932,16.051069
45.795509,15.824794
42.462274,14.205715
45.894087,16.838862
42.495573,14.129089
45.816861,16.05107
