participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415388506170
Dario Franceschini, 86, 88, 106, 82, 64, 54, 40, 34, 36, 34, 25, 18
Arianna Ciccone, 3, 3, 6, 12, 19, 32, 38, 40, 45, 48, 37, 35
Luca Sofri, 12, 15, 21, 22, 33, 32, 26, 26, 32, 29, 27, 27
Massimo Mantellini, 24, 30, 31, 26, 18, 21, 10, 10, 20, 35, 33, 32
Anna Masera, 3, 3, 12, 17, 21, 29, 29, 29, 32, 35, 30, 30
Andrea Iannuzzi, 14, 14, 6, 6, 9, 15, 17, 20, 25, 40, 40, 40
Beppe Severgnini, 13, 8, 8, 10, 22, 18, 18, 17, 17, 17, 17, 17
Samuele Bersani, 2, 3, 3, 3, 3, 10, 12, 12, 14, 20, 24, 30
Sonia Peronaci, 7, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Enrico Mentana, 5, 11, 12, 12, 11, 11, 11, 11, 11, 11, 11, 11
