participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415357906148
Luca Sofri, 92, 130, 137, 145, 113, 66, 41, 39, 50, 52, 60, 55
Massimo Mantellini, 46, 76, 91, 96, 74, 43, 25, 15, 22, 18, 18, 18
Dario Franceschini, 50, 35, 21, 16, 17, 25, 33, 34, 29, 30, 59, 63
Anna Masera, 26, 27, 18, 12, 9, 11, 12, 13, 14, 5, 3, 9
Sonia Peronaci, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 26, 30
Arianna Ciccone, 1, 1, 16, 18, 18, 18, 8, 8, 3, 3, 3, 3
Enrico Mentana, 6, 6, 6, 6, 2, 3, 6, 6, 12, 15, 11, 9
Beppe Severgnini, 1, 2, 7, 9, 9, 12, 8, 7, 9, 6, 4, 4
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
