participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415493806159
Beppe Severgnini, 41, 38, 41, 40, 34, 31, 29, 26, 18, 12, 7, 6
Luca Sofri, 12, 12, 14, 16, 18, 32, 28, 21, 22, 17, 11, 10
Dario Franceschini, 28, 24, 16, 12, 18, 15, 15, 15, 3, 2, 8, 9
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Anna Masera, 16, 17, 15, 15, 10, 3, 2, 5, 9, 9, 9, 6
Enrico Mentana, 10, 9, 17, 18, 15, 15, 5, 5, 5, 5, 5, 5
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Andrea Iannuzzi, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Massimo Mantellini, 19, 16, 9, 3, 3, 4, 6, 6, 4, 2, 2, 2
