participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415237306133
Dario Franceschini, 33, 31, 29, 27, 28, 18, 17, 20, 18, 21, 27, 23
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Beppe Severgnini, 22, 21, 24, 23, 20, 15, 11, 8, 2, 2, 2, 2
Massimo Mantellini, 41, 28, 17, 13, 10, 9, 9, 8, 2, 3, 3, 3
Luca Sofri, 3, 3, 3, 6, 16, 18, 20, 20, 11, 5, 2, 2
Massimiliano Panarari, 5, 6, 6, 9, 10, 9, 9, 7, 7, 7, 7, 7
Sonia Peronaci, 6, 7, 7, 9, 10, 12, 9, 5, 3, 3, 3, 3
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Marino Sinibaldi, 3, 3, 3, 8, 12, 12, 12, 8, 2, 2, 2, 2
