participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415305706162
Luca Sofri, 80, 115, 146, 137, 130, 104, 76, 68, 43, 33, 39, 33
Dario Franceschini, 87, 101, 107, 118, 125, 105, 76, 59, 39, 46, 62, 77
Massimo Mantellini, 40, 49, 53, 50, 82, 107, 102, 96, 64, 28, 9, 7
Beppe Severgnini, 58, 57, 56, 45, 50, 41, 31, 16, 16, 10, 10, 9
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Anna Masera, 15, 15, 12, 11, 9, 13, 19, 24, 20, 21, 19, 13
Sonia Peronaci, 18, 20, 21, 19, 22, 21, 17, 8, 6, 9, 9, 9
Arianna Ciccone, 11, 9, 11, 13, 17, 10, 13, 20, 19, 18, 18, 11
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Andrea Iannuzzi, 5, 5, 5, 5, 9, 10, 12, 12, 7, 6, 6, 6
