participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415407406148
Luca Sofri, 59, 45, 43, 43, 22, 9, 8, 6, 22, 24, 24, 24
Dario Franceschini, 52, 55, 50, 39, 16, 16, 6, 6, 6, 6, 6, 6
Anna Masera, 54, 38, 33, 33, 20, 10, 10, 10, 6, 6, 6, 6
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Arianna Ciccone, 36, 31, 30, 27, 17, 9, 3, 3, 7, 6, 6, 6
Enrico Mentana, 9, 11, 15, 21, 21, 16, 12, 12, 12, 12, 12, 12
Daria Bignardi, 29, 9, 9, 9, 9, 9, 3, 3, 17, 18, 16, 15
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sonia Peronaci, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Andrea Iannuzzi, 13, 12, 12, 12, 6, 6, 6, 6, 6, 6, 6, 6
