participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415195906152
Dario Franceschini, 34, 49, 48, 37, 29, 17, 9, 19, 52, 79, 91, 91
Luca Sofri, 12, 21, 20, 17, 20, 23, 54, 63, 71, 77, 57, 43
Beppe Severgnini, 8, 12, 23, 47, 48, 44, 58, 42, 54, 57, 47, 36
Sonia Peronaci, 15, 15, 7, 19, 27, 27, 25, 14, 4, 14, 24, 34
Massimo Mantellini, 8, 10, 18, 21, 21, 21, 14, 9, 3, 3, 3, 3
Arianna Ciccone, 6, 6, 6, 6, 6, 6, 6, 7, 10, 14, 18, 21
Samuele Bersani, 6, 8, 6, 6, 6, 11, 12, 12, 12, 7, 7, 7
Anna Masera, 11, 11, 10, 9, 7, 7, 7, 7, 7, 3, 3, 3
Pietrangelo Buttafuoco, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Enrico Mentana, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 6, 6
