participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415464106174
Dario Franceschini, 17, 30, 49, 70, 104, 133, 137, 132, 116, 93, 54, 46
Luca Sofri, 49, 54, 40, 60, 65, 56, 58, 75, 63, 70, 88, 87
Beppe Severgnini, 33, 41, 28, 36, 36, 31, 22, 19, 12, 17, 17, 13
Anna Masera, 21, 21, 3, 7, 11, 10, 12, 10, 10, 7, 21, 26
Massimo Mantellini, 17, 11, 7, 10, 15, 15, 22, 18, 11, 9, 9, 9
David Riondino, 12, 12, 12, 12, 12, 12, 12, 12, 6, 10, 12, 12
Mauro Tedeschini, 0, 0, 0, 0, 0, 0, 0, 21, 24, 26, 27, 12
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 16, 18
Arianna Ciccone, 6, 6, 6, 3, 3, 3, 5, 5, 5, 5, 13, 15
