participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415186006148
Beppe Severgnini, 0, 0, 0, 0, 0, 0, 16, 21, 21, 21, 10, 8
Dario Franceschini, 0, 0, 0, 0, 0, 0, 6, 6, 8, 14, 25, 34
Sonia Peronaci, 0, 0, 0, 0, 0, 0, 4, 12, 12, 12, 15, 15
Luca Sofri, 0, 0, 0, 0, 0, 0, 8, 9, 9, 12, 16, 12
Massimo Mantellini, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 8
Pietrangelo Buttafuoco, 0, 0, 0, 0, 0, 0, 0, 4, 6, 9, 9, 7
Anna Masera, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 9, 11
Enrico Mentana, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 6
Marino Sinibaldi, 0, 0, 0, 0, 0, 0, 1, 3, 3, 3, 3, 3
Arianna Ciccone, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 6
