participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415285906162
Dario Franceschini, 323, 294, 289, 262, 235, 272, 271, 275, 317, 322, 307, 272
Luca Sofri, 159, 120, 71, 28, 24, 40, 64, 75, 75, 65, 60, 53
Beppe Severgnini, 56, 48, 57, 31, 19, 27, 32, 58, 81, 88, 80, 68
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 71, 63, 40, 12, 7, 9, 6, 6, 4, 5, 12, 12
Sonia Peronaci, 30, 28, 21, 16, 14, 13, 13, 15, 14, 6, 8, 3
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
