participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415296706161
Dario Franceschini, 214, 154, 123, 123, 133, 123, 106, 81, 65, 74, 87, 101
Luca Sofri, 84, 149, 173, 178, 158, 94, 37, 25, 20, 53, 80, 115
Beppe Severgnini, 55, 38, 39, 40, 29, 28, 39, 38, 48, 67, 58, 57
Massimo Mantellini, 23, 22, 20, 25, 22, 18, 16, 12, 15, 31, 40, 49
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Arianna Ciccone, 18, 18, 13, 3, 21, 39, 38, 39, 34, 6, 11, 9
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Sonia Peronaci, 3, 3, 3, 3, 2, 3, 3, 7, 17, 18, 18, 20
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
