participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415368706151
Dario Franceschini, 74, 91, 72, 60, 48, 49, 37, 21, 36, 86, 108, 125
Luca Sofri, 43, 55, 73, 73, 77, 67, 38, 28, 18, 16, 15, 19
Massimo Mantellini, 13, 19, 24, 26, 23, 29, 23, 24, 21, 13, 12, 10
Beppe Severgnini, 4, 4, 11, 16, 21, 26, 20, 19, 18, 13, 11, 7
Sonia Peronaci, 27, 27, 11, 11, 7, 10, 15, 13, 9, 6, 1, 1
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 7, 12, 14, 15, 13, 7
David Riondino, 9, 12, 12, 11, 6, 6, 6, 6, 6, 6, 6, 6
Enrico Mentana, 7, 7, 7, 6, 10, 9, 9, 7, 7, 7, 7, 7
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
