participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415240006132
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Dario Franceschini, 27, 28, 18, 17, 20, 18, 21, 27, 23, 19, 12, 4
Luca Sofri, 6, 16, 18, 20, 20, 11, 5, 2, 2, 2, 2, 2
Massimiliano Panarari, 9, 10, 9, 9, 7, 7, 7, 7, 7, 7, 7, 7
Beppe Severgnini, 23, 20, 15, 11, 8, 2, 2, 2, 2, 2, 2, 2
Sonia Peronaci, 9, 10, 12, 9, 5, 3, 3, 3, 3, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Marino Sinibaldi, 8, 12, 12, 12, 8, 2, 2, 2, 2, 2, 2, 2
Massimo Mantellini, 13, 10, 9, 9, 8, 2, 3, 3, 3, 3, 1, 1
