participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415235506135
Dario Franceschini, 33, 39, 33, 31, 29, 27, 28, 18, 17, 20, 18, 21
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 38, 39, 41, 28, 17, 13, 10, 9, 9, 8, 2, 3
Beppe Severgnini, 9, 16, 22, 21, 24, 23, 20, 15, 11, 8, 2, 2
Luca Sofri, 3, 3, 3, 3, 3, 6, 16, 18, 20, 20, 11, 5
Sonia Peronaci, 3, 6, 6, 7, 7, 9, 10, 12, 9, 5, 3, 3
Massimiliano Panarari, 0, 0, 5, 6, 6, 9, 10, 9, 9, 7, 7, 7
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Marino Sinibaldi, 3, 3, 3, 3, 3, 8, 12, 12, 12, 8, 2, 2
