participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415447906160
Massimo Mantellini, 153, 176, 175, 158, 94, 45, 25, 18, 19, 21, 20, 17
Luca Sofri, 76, 94, 90, 65, 45, 28, 21, 25, 55, 80, 80, 79
Beppe Severgnini, 28, 29, 30, 30, 24, 17, 7, 7, 9, 31, 40, 41
Dario Franceschini, 12, 12, 7, 11, 23, 27, 26, 20, 15, 22, 28, 31
Arianna Ciccone, 22, 21, 13, 13, 13, 13, 13, 13, 13, 12, 29, 30
Anna Masera, 9, 13, 9, 9, 7, 4, 4, 4, 4, 23, 28, 33
Marino Sinibaldi, 20, 18, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9
David Riondino, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 3, 3, 3, 3, 3, 3
Enrico Mentana, 12, 12, 12, 12, 12, 12, 12, 12, 6, 6, 6, 6
