participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415411006136
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Luca Sofri, 22, 9, 8, 6, 22, 24, 24, 24, 15, 9, 9, 9
Enrico Mentana, 21, 16, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Daria Bignardi, 9, 9, 3, 3, 17, 18, 16, 15, 10, 6, 6, 6
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sonia Peronaci, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Anna Masera, 20, 10, 10, 10, 6, 6, 6, 6, 6, 6, 6, 6
Dario Franceschini, 16, 16, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Samuele Bersani, 3, 3, 3, 3, 3, 10, 13, 15, 15, 8, 3, 3
Arianna Ciccone, 17, 9, 3, 3, 7, 6, 6, 6, 6, 6, 6, 6
